,"Bibile, Monaragala",2019-01-01,2019-01-02
1.919914652467399e-05,"Bibile, Monaragala",2019-01-02,2019-01-03
2.8114479359302837e-05,"Bibile, Monaragala",2019-01-03,2019-01-04
3.747998184385943e-05,"Bibile, Monaragala",2019-01-04,2019-01-05
-1.7982608793453114e-05,"Bibile, Monaragala",2019-01-05,2019-01-06
0.00014578368961799026,"Bibile, Monaragala",2019-01-06,2019-01-07
2.8285908025465342e-05,"Bibile, Monaragala",2019-01-07,2019-01-08
,"Bibile, Monaragala",2019-01-08,2019-01-09
0.00014208501670509577,"Bibile, Monaragala",2019-01-09,2019-01-10
,"Bibile, Monaragala",2019-01-10,2019-01-11
2.014587947072581e-05,"Bibile, Monaragala",2019-01-11,2019-01-12
0.00015827876632101837,"Bibile, Monaragala",2019-01-12,2019-01-13
,"Bibile, Monaragala",2019-01-13,2019-01-14
,"Bibile, Monaragala",2019-01-14,2019-01-15
9.952823849642218e-05,"Bibile, Monaragala",2019-01-15,2019-01-16
7.484570960514249e-05,"Bibile, Monaragala",2019-01-16,2019-01-17
7.736112226328797e-05,"Bibile, Monaragala",2019-01-17,2019-01-18
,"Bibile, Monaragala",2019-01-18,2019-01-19
3.9881410104076654e-05,"Bibile, Monaragala",2019-01-19,2019-01-20
0.00018916202038533428,"Bibile, Monaragala",2019-01-20,2019-01-21
0.00011599699264237457,"Bibile, Monaragala",2019-01-21,2019-01-22
0.00014135236237093095,"Bibile, Monaragala",2019-01-22,2019-01-23
7.165379525100222e-05,"Bibile, Monaragala",2019-01-23,2019-01-24
,"Bibile, Monaragala",2019-01-24,2019-01-25
-2.8553898678860067e-05,"Bibile, Monaragala",2019-01-25,2019-01-26
,"Bibile, Monaragala",2019-01-26,2019-01-27
0.00018056736899607327,"Bibile, Monaragala",2019-01-27,2019-01-28
9.113160086427455e-05,"Bibile, Monaragala",2019-01-28,2019-01-29
7.241739856355372e-05,"Bibile, Monaragala",2019-01-29,2019-01-30
,"Bibile, Monaragala",2019-01-30,2019-01-31
4.098144742473462e-05,"Bibile, Monaragala",2019-01-31,2019-02-01
5.186428352058307e-05,"Bibile, Monaragala",2019-02-01,2019-02-02
,"Bibile, Monaragala",2019-02-02,2019-02-03
,"Bibile, Monaragala",2019-02-03,2019-02-04
,"Bibile, Monaragala",2019-02-04,2019-02-05
,"Bibile, Monaragala",2019-02-05,2019-02-06
1.0513533806196861e-05,"Bibile, Monaragala",2019-02-06,2019-02-07
4.076109671524861e-05,"Bibile, Monaragala",2019-02-07,2019-02-08
7.59353421234044e-05,"Bibile, Monaragala",2019-02-08,2019-02-09
,"Bibile, Monaragala",2019-02-09,2019-02-10
7.34858268449358e-05,"Bibile, Monaragala",2019-02-10,2019-02-11
1.0584419214865193e-05,"Bibile, Monaragala",2019-02-11,2019-02-12
6.919795120446755e-05,"Bibile, Monaragala",2019-02-12,2019-02-13
,"Bibile, Monaragala",2019-02-13,2019-02-14
,"Bibile, Monaragala",2019-02-14,2019-02-15
0.00016234806389547884,"Bibile, Monaragala",2019-02-15,2019-02-16
2.6644206895973665e-05,"Bibile, Monaragala",2019-02-16,2019-02-17
0.00013624131982837749,"Bibile, Monaragala",2019-02-17,2019-02-18
5.895095797941796e-05,"Bibile, Monaragala",2019-02-18,2019-02-19
7.990708924877695e-05,"Bibile, Monaragala",2019-02-19,2019-02-20
8.647263683420719e-05,"Bibile, Monaragala",2019-02-20,2019-02-21
6.580490440211678e-05,"Bibile, Monaragala",2019-02-21,2019-02-22
0.00011733176797156996,"Bibile, Monaragala",2019-02-22,2019-02-23
