0.00017607134598773356,Kandy Proper,2019-01-01,2019-01-02
9.220391253917748e-05,Kandy Proper,2019-01-02,2019-01-03
,Kandy Proper,2019-01-03,2019-01-04
0.00019086819838538396,Kandy Proper,2019-01-04,2019-01-05
0.00012195178402067448,Kandy Proper,2019-01-05,2019-01-06
-6.514086129388805e-05,Kandy Proper,2019-01-06,2019-01-07
0.00016323820639265,Kandy Proper,2019-01-07,2019-01-08
-6.735205533914268e-05,Kandy Proper,2019-01-08,2019-01-09
0.00012796936582431357,Kandy Proper,2019-01-09,2019-01-10
4.546048424126012e-05,Kandy Proper,2019-01-10,2019-01-11
3.600074175192105e-05,Kandy Proper,2019-01-11,2019-01-12
0.0001286629698010177,Kandy Proper,2019-01-12,2019-01-13
,Kandy Proper,2019-01-13,2019-01-14
,Kandy Proper,2019-01-14,2019-01-15
9.63639634671553e-05,Kandy Proper,2019-01-15,2019-01-16
,Kandy Proper,2019-01-16,2019-01-17
0.00012009712784847367,Kandy Proper,2019-01-17,2019-01-18
-0.00011972465671369591,Kandy Proper,2019-01-18,2019-01-19
0.00028252637615294707,Kandy Proper,2019-01-19,2019-01-20
7.150631692646835e-05,Kandy Proper,2019-01-20,2019-01-21
0.0002833741508232604,Kandy Proper,2019-01-21,2019-01-22
0.00026594075498297365,Kandy Proper,2019-01-22,2019-01-23
5.8649506506635245e-05,Kandy Proper,2019-01-23,2019-01-24
-3.940558338151006e-06,Kandy Proper,2019-01-24,2019-01-25
0.00010929317699824133,Kandy Proper,2019-01-25,2019-01-26
7.03689579655349e-05,Kandy Proper,2019-01-26,2019-01-27
0.00016470563546318404,Kandy Proper,2019-01-27,2019-01-28
0.00011301804652949355,Kandy Proper,2019-01-28,2019-01-29
0.00011412726769558125,Kandy Proper,2019-01-29,2019-01-30
-3.000156427858255e-05,Kandy Proper,2019-01-30,2019-01-31
1.5133123262338617e-05,Kandy Proper,2019-01-31,2019-02-01
9.510527997488847e-05,Kandy Proper,2019-02-01,2019-02-02
3.0694719505487384e-05,Kandy Proper,2019-02-02,2019-02-03
,Kandy Proper,2019-02-03,2019-02-04
,Kandy Proper,2019-02-04,2019-02-05
,Kandy Proper,2019-02-05,2019-02-06
3.521572625649498e-05,Kandy Proper,2019-02-06,2019-02-07
0.00014473311952306945,Kandy Proper,2019-02-07,2019-02-08
7.648542999350917e-05,Kandy Proper,2019-02-08,2019-02-09
,Kandy Proper,2019-02-09,2019-02-10
,Kandy Proper,2019-02-10,2019-02-11
6.33983046513048e-05,Kandy Proper,2019-02-11,2019-02-12
6.099527672631667e-05,Kandy Proper,2019-02-12,2019-02-13
