Current Date,Next Date,HCHO reading
2019-01-01,2019-01-02,0.0001760713459877
2019-01-02,2019-01-03,9.220391253917748e-05
2019-01-03,2019-01-04,0.00013413762926343874
2019-01-04,2019-01-05,0.0001908681983853
2019-01-05,2019-01-06,0.0001219517840206
2019-01-06,2019-01-07,-6.514086129388805e-05
2019-01-07,2019-01-08,0.0001632382063926
2019-01-08,2019-01-09,-6.735205533914268e-05
2019-01-09,2019-01-10,0.0001279693658243
2019-01-10,2019-01-11,4.546048424126012e-05
2019-01-11,2019-01-12,3.600074175192105e-05
2019-01-12,2019-01-13,0.000128662969801
2019-01-13,2019-01-14,8.635764475552981e-05
2019-01-14,2019-01-15,8.635764475552981e-05
2019-01-15,2019-01-16,9.63639634671553e-05
2019-01-16,2019-01-17,8.719150464816526e-05
2019-01-17,2019-01-18,0.0001200971278484
2019-01-18,2019-01-19,-0.0001197246567136
2019-01-19,2019-01-20,0.0002825263761529
2019-01-20,2019-01-21,7.150631692646835e-05
2019-01-21,2019-01-22,0.0002833741508232
2019-01-22,2019-01-23,0.0002659407549829
2019-01-23,2019-01-24,5.8649506506635245e-05
2019-01-24,2019-01-25,-3.940558338151006e-06
2019-01-25,2019-01-26,0.0001092931769982
2019-01-26,2019-01-27,7.03689579655349e-05
2019-01-27,2019-01-28,0.0001647056354631
2019-01-28,2019-01-29,0.0001130180465294
2019-01-29,2019-01-30,0.0001141272676955
2019-01-30,2019-01-31,-3.000156427858255e-05
2019-01-31,2019-02-01,1.5133123262338617e-05
2019-02-01,2019-02-02,9.510527997488848e-05
2019-02-02,2019-02-03,3.0694719505487384e-05
2019-02-03,2019-02-04,9.504853334101372e-05
2019-02-04,2019-02-05,0.0001093667460113213
2019-02-05,2019-02-06,9.699820100120854e-05
2019-02-06,2019-02-07,3.521572625649498e-05
2019-02-07,2019-02-08,0.000144733119523
2019-02-08,2019-02-09,7.648542999350917e-05
2019-02-09,2019-02-10,7.191833542697845e-05
2019-02-10,2019-02-11,7.823990990740591e-05
2019-02-11,2019-02-12,6.33983046513048e-05
2019-02-12,2019-02-13,6.099527672631667e-05
2019-02-13,2019-02-14,6.535497543996887e-05
2019-02-14,2019-02-15,6.058866833102576e-05
2019-02-15,2019-02-16,1.8666852257755813e-05
2019-02-16,2019-02-17,6.0047536905677316e-05
2019-02-17,2019-02-18,0.0001525741076541
2019-02-18,2019-02-19,0.0001316059809503
2019-02-19,2019-02-20,5.400887798459826e-05
2019-02-20,2019-02-21,3.130874441109665e-05
2019-02-21,2019-02-22,-1.98339014766147e-06
2019-02-22,2019-02-23,0.0001148911736891
2019-02-23,2019-02-24,0.0002118789208893
2019-02-24,2019-02-25,3.663116612296087e-05
2019-02-25,2019-02-26,4.493778690247384e-05
2019-02-26,2019-02-27,7.657615017430379e-05
2019-02-27,2019-02-28,7.657615017430379e-05
2019-02-28,2019-03-01,7.777413613094006e-05
2019-03-01,2019-03-02,7.945202207140239e-05
2019-03-02,2019-03-03,0.000113648535998
2019-03-03,2019-03-04,0.0001120620195392
2019-03-04,2019-03-05,0.0002530551243115
2019-03-05,2019-03-06,0.0002326652722074
2019-03-06,2019-03-07,0.0001284045619553
2019-03-07,2019-03-08,0.0001646112972623
2019-03-08,2019-03-09,0.000177511546709
2019-03-09,2019-03-10,0.00013235950128657277
2019-03-10,2019-03-11,0.0001138036418406
2019-03-11,2019-03-12,0.0001638923213232
2019-03-12,2019-03-13,0.0001764080320851
2019-03-13,2019-03-14,4.218809439496275e-05
2019-03-14,2019-03-15,0.0001620084507506
2019-03-15,2019-03-16,0.0001104143683767
2019-03-16,2019-03-17,0.0001981838605184
2019-03-17,2019-03-18,0.0001831507209264
2019-03-18,2019-03-19,-4.018462979616311e-05
2019-03-19,2019-03-20,0.0002067529282929
2019-03-20,2019-03-21,0.0001473883183271
2019-03-21,2019-03-22,0.00014447991901158665
2019-03-22,2019-03-23,0.0001790459257074
2019-03-23,2019-03-24,0.00014179820547989284
2019-03-24,2019-03-25,0.0002471924438964
2019-03-25,2019-03-26,0.000219244095107
2019-03-26,2019-03-27,9.90805371426681e-05
2019-03-27,2019-03-28,0.0002333027310032
2019-03-28,2019-03-29,0.0002802419303598
2019-03-29,2019-03-30,0.00017012442712151536
2019-03-30,2019-03-31,0.0001790145679855
2019-03-31,2019-04-01,0.0002927234455484
2019-04-01,2019-04-02,0.0003099209346141
2019-04-02,2019-04-03,0.0001707946467973
2019-04-03,2019-04-04,0.0002427714893424
2019-04-04,2019-04-05,0.0002338054752107
2019-04-05,2019-04-06,0.0001627528749175
2019-04-06,2019-04-07,0.0001725198818631
2019-04-07,2019-04-08,0.000270485470537
2019-04-08,2019-04-09,0.0002632230681999
2019-04-09,2019-04-10,0.0002203272160841
2019-04-10,2019-04-11,0.0002318252600340105
2019-04-11,2019-04-12,0.00023266400436247787
2019-04-12,2019-04-13,0.0002119455363545
2019-04-13,2019-04-14,8.435604480337817e-05
2019-04-14,2019-04-15,0.00022668831772066988
2019-04-15,2019-04-16,0.00021651081940445217
2019-04-16,2019-04-17,0.0002196355070226982
2019-04-17,2019-04-18,0.0002129911489749071
2019-04-18,2019-04-19,0.0001367393922806
2019-04-19,2019-04-20,0.0001502073732536
2019-04-20,2019-04-21,0.00020059280737460782
2019-04-21,2019-04-22,0.0001330528287211
2019-04-22,2019-04-23,0.0002652660056679
2019-04-23,2019-04-24,0.0001897010952234
2019-04-24,2019-04-25,0.000115200123351
2019-04-25,2019-04-26,0.0001292586400350278
2019-04-26,2019-04-27,0.00011913990936290869
2019-04-27,2019-04-28,0.00011913990936290869
2019-04-28,2019-04-29,0.0001738814462858
2019-04-29,2019-04-30,0.00011491056602194203
2019-04-30,2019-05-01,0.00011872988117426251
2019-05-01,2019-05-02,0.00011872988117426251
2019-05-02,2019-05-03,0.00011872988117426251
2019-05-03,2019-05-04,0.00011872988117426251
2019-05-04,2019-05-05,0.0002141238897929
2019-05-05,2019-05-06,7.564946081848705e-05
2019-05-06,2019-05-07,0.0001629478259072
2019-05-07,2019-05-08,0.0001492011730946
2019-05-08,2019-05-09,0.0001659245919994
2019-05-09,2019-05-10,0.0001472336010995
2019-05-10,2019-05-11,0.0002406209292845
2019-05-11,2019-05-12,0.0001774082428821
2019-05-12,2019-05-13,7.851454164433835e-05
2019-05-13,2019-05-14,8.480921821304122e-05
2019-05-14,2019-05-15,0.0002565932360046
2019-05-15,2019-05-16,0.0001084387637971
2019-05-16,2019-05-17,0.0002581514024065
2019-05-17,2019-05-18,0.0001626728519143
2019-05-18,2019-05-19,0.0001316183951811
2019-05-19,2019-05-20,0.0001846422713296
2019-05-20,2019-05-21,0.0001931410056934
2019-05-21,2019-05-22,0.0001087283892095
2019-05-22,2019-05-23,0.00016316540247879872
2019-05-23,2019-05-24,0.00015899031006286484
2019-05-24,2019-05-25,0.000101328985777
2019-05-25,2019-05-26,-1.1236420671396437e-05
2019-05-26,2019-05-27,0.0001002702697374
2019-05-27,2019-05-28,0.0001920604607636
2019-05-28,2019-05-29,0.0001766797704591
2019-05-29,2019-05-30,0.0002707986967031
2019-05-30,2019-05-31,0.0002678791857473
2019-05-31,2019-06-01,0.0001484190889814
2019-06-01,2019-06-02,2.7427695851211677e-05
2019-06-02,2019-06-03,0.00013723955328
2019-06-03,2019-06-04,0.00015715484810170102
2019-06-04,2019-06-05,0.0001102947689259
2019-06-05,2019-06-06,0.00015366834456719396
2019-06-06,2019-06-07,0.00015063198601902427
2019-06-07,2019-06-08,0.00015412395241981794
2019-06-08,2019-06-09,0.00015412395241981794
2019-06-09,2019-06-10,0.0001298232751426
2019-06-10,2019-06-11,0.00014087784953820137
2019-06-11,2019-06-12,9.29756764723738e-05
2019-06-12,2019-06-13,0.00015535981723265854
2019-06-13,2019-06-14,0.0001227748434757
2019-06-14,2019-06-15,0.00014529253161995391
2019-06-15,2019-06-16,0.0001109789303632
2019-06-16,2019-06-17,8.978404673863681e-05
2019-06-17,2019-06-18,1.569671117488859e-07
2019-06-18,2019-06-19,7.384788689971693e-05
2019-06-19,2019-06-20,0.0001137372567619
2019-06-20,2019-06-21,9.381929465464184e-05
2019-06-21,2019-06-22,9.175986037073456e-05
2019-06-22,2019-06-23,-7.303543319663562e-05
2019-06-23,2019-06-24,-3.8813264605263855e-06
2019-06-24,2019-06-25,6.571621233087145e-05
2019-06-25,2019-06-26,6.571621233087145e-05
2019-06-26,2019-06-27,2.5244143864092782e-05
2019-06-27,2019-06-28,7.838953585567481e-05
2019-06-28,2019-06-29,6.984348224061407e-05
2019-06-29,2019-06-30,8.639300023654194e-05
2019-06-30,2019-07-01,5.7654145708751706e-05
2019-07-01,2019-07-02,4.850917005854961e-05
2019-07-02,2019-07-03,7.01563219877274e-05
2019-07-03,2019-07-04,7.363816657454578e-05
2019-07-04,2019-07-05,6.852184014062264e-05
2019-07-05,2019-07-06,0.0001269866740033
2019-07-06,2019-07-07,8.118862348047131e-05
2019-07-07,2019-07-08,0.0001078062501781
2019-07-08,2019-07-09,0.0001755990354735
2019-07-09,2019-07-10,7.614636166728327e-05
2019-07-10,2019-07-11,0.0001629814492932
2019-07-11,2019-07-12,5.640249935191584e-05
2019-07-12,2019-07-13,0.00017017375007
2019-07-13,2019-07-14,0.0001224169308543
2019-07-14,2019-07-15,8.956526624236958e-05
2019-07-15,2019-07-16,9.986620824359305e-05
2019-07-16,2019-07-17,4.525880073866283e-05
2019-07-17,2019-07-18,9.994319846051894e-05
2019-07-18,2019-07-19,0.00010389966218374733
2019-07-19,2019-07-20,0.00010671160720008233
2019-07-20,2019-07-21,0.00010971828362058566
2019-07-21,2019-07-22,0.00011383792796858196
2019-07-22,2019-07-23,0.00011237695618694662
2019-07-23,2019-07-24,4.788897537718524e-05
2019-07-24,2019-07-25,2.916065279478861e-06
2019-07-25,2019-07-26,8.720046715088905e-05
2019-07-26,2019-07-27,8.720046715088905e-05
2019-07-27,2019-07-28,0.0001362995272287
2019-07-28,2019-07-29,0.0001410117514989
2019-07-29,2019-07-30,0.0001108681239436
2019-07-30,2019-07-31,0.0001269736313424
2019-07-31,2019-08-01,8.731669648698954e-05
2019-08-01,2019-08-02,8.450872916320002e-05
2019-08-02,2019-08-03,8.556334796594454e-05
2019-08-03,2019-08-04,0.0001629133931493
2019-08-04,2019-08-05,-6.719856740310691e-05
2019-08-05,2019-08-06,1.3728068918731565e-05
2019-08-06,2019-08-07,7.686118604221212e-05
2019-08-07,2019-08-08,7.686118604221212e-05
2019-08-08,2019-08-09,7.686118604221212e-05
2019-08-09,2019-08-10,7.97584071087148e-05
2019-08-10,2019-08-11,8.829644508974102e-05
2019-08-11,2019-08-12,8.829644508974102e-05
2019-08-12,2019-08-13,8.829644508974102e-05
2019-08-13,2019-08-14,8.229605982237115e-05
2019-08-14,2019-08-15,7.390810386858131e-05
2019-08-15,2019-08-16,0.0001279531091228
2019-08-16,2019-08-17,6.715983956949595e-05
2019-08-17,2019-08-18,3.904596359276702e-05
2019-08-18,2019-08-19,5.178013626492114e-06
2019-08-19,2019-08-20,7.336094013777636e-05
2019-08-20,2019-08-21,9.676125853351091e-05
2019-08-21,2019-08-22,3.0472509095301823e-05
2019-08-22,2019-08-23,3.3821397130615875e-05
2019-08-23,2019-08-24,3.3821397130615875e-05
2019-08-24,2019-08-25,-9.744629293521988e-05
2019-08-25,2019-08-26,1.1943448786309915e-05
2019-08-26,2019-08-27,1.1943448786309915e-05
2019-08-27,2019-08-28,1.1943448786309915e-05
2019-08-28,2019-08-29,1.1943448786309915e-05
2019-08-29,2019-08-30,0.0001083149991837
2019-08-30,2019-08-31,2.5710813128794216e-05
2019-08-31,2019-09-01,-2.726023558352608e-05
2019-09-01,2019-09-02,3.537478170747632e-06
2019-09-02,2019-09-03,0.0001035438698715
2019-09-03,2019-09-04,0.00012519500573
2019-09-04,2019-09-05,5.4638506419677326e-05
2019-09-05,2019-09-06,5.1518100799994156e-05
2019-09-06,2019-09-07,4.246946925329081e-05
2019-09-07,2019-09-08,4.246946925329081e-05
2019-09-08,2019-09-09,0.000130846576187
2019-09-09,2019-09-10,6.440015739232515e-05
2019-09-10,2019-09-11,-4.490703909183281e-06
2019-09-11,2019-09-12,7.150709555311652e-05
2019-09-12,2019-09-13,3.84899235780461e-05
2019-09-13,2019-09-14,5.465373724518264e-05
2019-09-14,2019-09-15,2.7055169553569706e-05
2019-09-15,2019-09-16,5.693705556276825e-05
2019-09-16,2019-09-17,5.693705556276825e-05
2019-09-17,2019-09-18,6.746171695605504e-05
2019-09-18,2019-09-19,6.746171695605504e-05
2019-09-19,2019-09-20,6.230712368242004e-05
2019-09-20,2019-09-21,5.1825810007823395e-05
2019-09-21,2019-09-22,-7.114043515272996e-05
2019-09-22,2019-09-23,3.425920355631576e-05
2019-09-23,2019-09-24,3.425920355631576e-05
2019-09-24,2019-09-25,3.425920355631576e-05
2019-09-25,2019-09-26,1.8161308117868386e-05
2019-09-26,2019-09-27,8.913538262977034e-06
2019-09-27,2019-09-28,0.0003191542431707
2019-09-28,2019-09-29,7.364252767895368e-05
2019-09-29,2019-09-30,0.0001658764883008
2019-09-30,2019-10-01,0.00011023636646808493
2019-10-01,2019-10-02,-4.6999528422020376e-05
