Current Date,Next Date,HCHO reading
2019-01-01,2019-01-02,0.0001908293886956
2019-01-02,2019-01-03,0.0001908293886956
2019-01-03,2019-01-04,0.0001908293886956
2019-01-04,2019-01-05,5.0976259171277377e-05
2019-01-05,2019-01-06,6.456645496655256e-05
2019-01-06,2019-01-07,8.982348709518115e-05
2019-01-07,2019-01-08,4.097797651418246e-05
2019-01-08,2019-01-09,8.743471328855871e-05
2019-01-09,2019-01-10,8.743471328855871e-05
2019-01-10,2019-01-11,8.743471328855871e-05
2019-01-11,2019-01-12,3.914670787137749e-05
2019-01-12,2019-01-13,7.938671238569517e-05
2019-01-13,2019-01-14,7.938671238569517e-05
2019-01-14,2019-01-15,4.211950727039948e-05
2019-01-15,2019-01-16,4.27055256923008e-05
2019-01-16,2019-01-17,7.014316340960892e-05
2019-01-17,2019-01-18,0.0001077155480912
2019-01-18,2019-01-19,2.1021983917616697e-05
2019-01-19,2019-01-20,3.5177822608346057e-05
2019-01-20,2019-01-21,8.95718212363389e-06
2019-01-21,2019-01-22,0.0001169623557084
2019-01-22,2019-01-23,0.0001423180803672
2019-01-23,2019-01-24,5.387086215710865e-05
2019-01-24,2019-01-25,5.8914353326833725e-05
2019-01-25,2019-01-26,6.913021847357564e-05
2019-01-26,2019-01-27,6.913021847357564e-05
2019-01-27,2019-01-28,0.0001509017772374
2019-01-28,2019-01-29,0.0001509017772374
2019-01-29,2019-01-30,0.0001841569476548
2019-01-30,2019-01-31,3.054402387193301e-05
2019-01-31,2019-02-01,3.6008610393953005e-05
2019-02-01,2019-02-02,7.778077086008773e-05
2019-02-02,2019-02-03,8.233735190792781e-05
2019-02-03,2019-02-04,8.390540654476034e-05
2019-02-04,2019-02-05,8.492324610150812e-05
2019-02-05,2019-02-06,8.46510104907485e-05
2019-02-06,2019-02-07,8.722001248937003e-05
2019-02-07,2019-02-08,8.962996522611401e-05
2019-02-08,2019-02-09,6.902842232093944e-05
2019-02-09,2019-02-10,8.638939999296547e-05
2019-02-10,2019-02-11,5.539429507152505e-05
2019-02-11,2019-02-12,8.724453616139429e-05
2019-02-12,2019-02-13,8.724453616139429e-05
2019-02-13,2019-02-14,7.972334424266592e-05
2019-02-14,2019-02-15,9.180802768591428e-05
2019-02-15,2019-02-16,9.180802768591428e-05
2019-02-16,2019-02-17,9.087229119148571e-05
2019-02-17,2019-02-18,9.523793539610253e-05
2019-02-18,2019-02-19,0.0001733092446862
2019-02-19,2019-02-20,0.0002395688257623
2019-02-20,2019-02-21,0.0001075724904002
2019-02-21,2019-02-22,-7.767660943011708e-05
2019-02-22,2019-02-23,-2.5037994831152824e-05
2019-02-23,2019-02-24,0.0001895221819805
2019-02-24,2019-02-25,0.0002737589225376
2019-02-25,2019-02-26,0.00011697784536186168
2019-02-26,2019-02-27,0.00010338657612405928
2019-02-27,2019-02-28,0.00010021889604983657
2019-02-28,2019-03-01,9.422332093519631e-05
2019-03-01,2019-03-02,9.912172840160119e-05
2019-03-02,2019-03-03,0.0001235405797752
2019-03-03,2019-03-04,0.0001081944723118312
2019-03-04,2019-03-05,0.0001081944723118312
2019-03-05,2019-03-06,0.0001477264081287
2019-03-06,2019-03-07,6.384192250393643e-05
2019-03-07,2019-03-08,0.0001673222246266
2019-03-08,2019-03-09,8.084443465562647e-05
2019-03-09,2019-03-10,0.00011122924616204823
2019-03-10,2019-03-11,6.543632959168698e-05
2019-03-11,2019-03-12,6.152930957380892e-05
2019-03-12,2019-03-13,0.0002626515739848
2019-03-13,2019-03-14,0.00012085207426178467
2019-03-14,2019-03-15,9.745691103711994e-05
2019-03-15,2019-03-16,0.0001547611296419
2019-03-16,2019-03-17,0.0001265224542416
2019-03-17,2019-03-18,0.00012403612993702826
2019-03-18,2019-03-19,0.00012403612993702826
2019-03-19,2019-03-20,3.81896059352209e-05
2019-03-20,2019-03-21,-4.17166297978817e-06
2019-03-21,2019-03-22,0.0001029883450763023
2019-03-22,2019-03-23,6.845485111101992e-05
2019-03-23,2019-03-24,0.0001184572953092
2019-03-24,2019-03-25,0.0002337061979083
2019-03-25,2019-03-26,5.820339193343703e-05
2019-03-26,2019-03-27,8.722993536189284e-05
2019-03-27,2019-03-28,9.746027246583777e-05
2019-03-28,2019-03-29,0.0001692817181159
2019-03-29,2019-03-30,0.0001940701991971
2019-03-30,2019-03-31,0.000199954111486
2019-03-31,2019-04-01,0.0001030857769564
2019-04-01,2019-04-02,0.0001345494559591
2019-04-02,2019-04-03,0.000144982511753
2019-04-03,2019-04-04,0.0001425276102801
2019-04-04,2019-04-05,0.0001196842667319
2019-04-05,2019-04-06,0.0001217579127032401
2019-04-06,2019-04-07,0.0001029167153844
2019-04-07,2019-04-08,0.00012073652004260592
2019-04-08,2019-04-09,6.757815417269227e-05
2019-04-09,2019-04-10,0.00012082964285047571
2019-04-10,2019-04-11,0.00012352511254486967
2019-04-11,2019-04-12,-3.0204162612790245e-05
2019-04-12,2019-04-13,0.0001408357462238
2019-04-13,2019-04-14,0.0001905907485365
2019-04-14,2019-04-15,0.00011381387243049192
2019-04-15,2019-04-16,0.0001132087018680582
2019-04-16,2019-04-17,0.0001132087018680582
2019-04-17,2019-04-18,0.0001132087018680582
2019-04-18,2019-04-19,0.00011695965666470005
2019-04-19,2019-04-20,-5.74071960045633e-05
2019-04-20,2019-04-21,0.0001142978800134613
2019-04-21,2019-04-22,0.00011671067100832666
2019-04-22,2019-04-23,0.0001024999823835
2019-04-23,2019-04-24,0.0001742585006953
2019-04-24,2019-04-25,-4.44070437953798e-05
2019-04-25,2019-04-26,-4.44070437953798e-05
2019-04-26,2019-04-27,7.111501928962651e-05
2019-04-27,2019-04-28,0.00011400788983875474
2019-04-28,2019-04-29,0.0001093271878134
2019-04-29,2019-04-30,0.00010396734671928737
2019-04-30,2019-05-01,0.00010402244482946783
2019-05-01,2019-05-02,0.0001203378887073
2019-05-02,2019-05-03,0.0001336923031109
2019-05-03,2019-05-04,9.975531540649902e-05
2019-05-04,2019-05-05,7.002533500214887e-05
2019-05-05,2019-05-06,4.388346007494007e-05
2019-05-06,2019-05-07,0.0001055412390811
2019-05-07,2019-05-08,0.0001036462577021
2019-05-08,2019-05-09,5.81859056799875e-05
2019-05-09,2019-05-10,0.0002151863254373
2019-05-10,2019-05-11,0.0001520700378357
2019-05-11,2019-05-12,8.896596670445717e-05
2019-05-12,2019-05-13,0.00010739019659528983
2019-05-13,2019-05-14,0.00010249604648110098
2019-05-14,2019-05-15,0.0002790974952239
2019-05-15,2019-05-16,0.0002221362230624
2019-05-16,2019-05-17,0.0001343666372122
2019-05-17,2019-05-18,0.00011890165728386084
2019-05-18,2019-05-19,0.00011890165728386084
2019-05-19,2019-05-20,0.0002702439378481
